buffer,account,date,year,gross_requested,user_payout,profitable_days,best_day,consistency,balance_before,floor_before,balance_after
4000.0,17,2022-08-22,2022,12226.999914979504,9781.599931983603,6,2400.0,0.19628690739252558,216226.9999149795,200000.0,204000.0
4000.0,18,2022-11-04,2022,8283.893067792727,6627.114454234183,12,2400.0,0.19537779975410124,212283.89306779273,188000.0,204000.0
4000.0,19,2023-06-06,2023,8174.484390456753,6539.587512365403,21,2400.0,0.19713360525405862,212174.48439045675,188000.0,204000.0
4000.0,19,2023-10-31,2023,12264.62709161968,9811.701673295745,21,2400.0,0.19568471035209056,216264.62709161968,200000.0,204000.0
4000.0,19,2024-01-05,2024,14202.390477028413,11361.912381622731,10,2400.0,0.16898563688147206,218202.3904770284,200000.0,204000.0
4000.0,20,2024-07-29,2024,9918.153270916955,7934.522616733564,25,2400.0,0.1724366698141616,213918.15327091696,188000.0,204000.0
4000.0,21,2025-04-10,2025,8356.050603358162,6684.84048268653,32,2400.0,0.19423682186504815,212356.05060335816,188000.0,204000.0
4000.0,22,2025-09-24,2025,8805.332603603718,7044.266082882975,21,2400.0,0.18742191821902263,212805.33260360372,188000.0,204000.0
4000.0,23,2026-02-09,2026,8207.905086613959,6566.324069291168,22,2400.0,0.1965939268836235,212207.90508661396,188000.0,204000.0
4000.0,24,2026-05-19,2026,8235.622747880581,6588.498198304465,11,2400.0,0.19614857775961758,212235.62274788058,188000.0,204000.0
